"RecordID","SalesOrderID","SalesOrderDetailID","RevisionNumber","OrderDate","DueDate","ShipDate","Status","OnlineOrderFlag","SalesOrderNumber","PurchaseOrderNumber","AccountNumber","CustomerID","ShipToAddressID","BillToAddressID","CreditCardApprovalCode","ShipMethod","SalesOrderID1","ProductID","OrderQty","UnitPrice","UnitPriceDiscount","LineTotal","Header_Modified_Date","Detail_Modified_Date","LineTaxAmount","LineFreight","createDate"
"163","71784","110782","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71784","PO19285135919","10-4020-000448","29736","659","659",,"CARGO TRANSPORT 5","71784","916","2","31.5840","0.0000","63.168000","2008-06-08 00:00:00","2008-06-01 00:00:00","5.05","1.58","2023-02-12 23:08:02"
"164","71784","110783","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71784","PO19285135919","10-4020-000448","29736","659","659",,"CARGO TRANSPORT 5","71784","896","3","200.0520","0.0000","600.156000","2008-06-08 00:00:00","2008-06-01 00:00:00","48.01","15.00","2023-02-12 23:08:02"
"165","71784","110784","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71784","PO19285135919","10-4020-000448","29736","659","659",,"CARGO TRANSPORT 5","71784","900","1","200.0520","0.0000","200.052000","2008-06-08 00:00:00","2008-06-01 00:00:00","16.00","5.00","2023-02-12 23:08:02"
"166","71784","110785","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71784","PO19285135919","10-4020-000448","29736","659","659",,"CARGO TRANSPORT 5","71784","893","1","602.3460","0.0000","602.346000","2008-06-08 00:00:00","2008-06-01 00:00:00","48.19","15.06","2023-02-12 23:08:02"
"167","71784","110786","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71784","PO19285135919","10-4020-000448","29736","659","659",,"CARGO TRANSPORT 5","71784","715","8","29.9940","0.0000","239.952000","2008-06-08 00:00:00","2008-06-01 00:00:00","19.20","6.00","2023-02-12 23:08:02"
"168","71784","110787","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71784","PO19285135919","10-4020-000448","29736","659","659",,"CARGO TRANSPORT 5","71784","881","6","32.3940","0.0000","194.364000","2008-06-08 00:00:00","2008-06-01 00:00:00","15.55","4.86","2023-02-12 23:08:02"
"169","71784","110788","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71784","PO19285135919","10-4020-000448","29736","659","659",,"CARGO TRANSPORT 5","71784","883","7","32.3940","0.0000","226.758000","2008-06-08 00:00:00","2008-06-01 00:00:00","18.14","5.67","2023-02-12 23:08:02"
"170","71784","110789","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71784","PO19285135919","10-4020-000448","29736","659","659",,"CARGO TRANSPORT 5","71784","884","3","32.3940","0.0000","97.182000","2008-06-08 00:00:00","2008-06-01 00:00:00","7.77","2.43","2023-02-12 23:08:02"
"171","71784","110790","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71784","PO19285135919","10-4020-000448","29736","659","659",,"CARGO TRANSPORT 5","71784","859","5","14.6940","0.0000","73.470000","2008-06-08 00:00:00","2008-06-01 00:00:00","5.88","1.84","2023-02-12 23:08:02"
"172","71784","110791","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71784","PO19285135919","10-4020-000448","29736","659","659",,"CARGO TRANSPORT 5","71784","864","23","34.9250","0.0500","763.111250","2008-06-08 00:00:00","2008-06-01 00:00:00","61.05","19.08","2023-02-12 23:08:02"
"173","71784","110792","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71784","PO19285135919","10-4020-000448","29736","659","659",,"CARGO TRANSPORT 5","71784","880","9","32.9940","0.0000","296.946000","2008-06-08 00:00:00","2008-06-01 00:00:00","23.76","7.42","2023-02-12 23:08:02"
"174","71784","110793","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71784","PO19285135919","10-4020-000448","29736","659","659",,"CARGO TRANSPORT 5","71784","873","8","1.3740","0.0000","10.992000","2008-06-08 00:00:00","2008-06-01 00:00:00","0.88","0.27","2023-02-12 23:08:02"
"175","71784","110794","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71784","PO19285135919","10-4020-000448","29736","659","659",,"CARGO TRANSPORT 5","71784","707","10","20.9940","0.0000","209.940000","2008-06-08 00:00:00","2008-06-01 00:00:00","16.80","5.25","2023-02-12 23:08:02"
"176","71784","110795","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71784","PO19285135919","10-4020-000448","29736","659","659",,"CARGO TRANSPORT 5","71784","708","12","20.2942","0.0200","238.659792","2008-06-08 00:00:00","2008-06-01 00:00:00","19.09","5.97","2023-02-12 23:08:02"
"177","71815","111451","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71815","PO13021155785","10-4020-000276","30089","1034","1034",,"CARGO TRANSPORT 5","71815","738","1","202.3320","0.0000","202.332000","2008-06-08 00:00:00","2008-06-01 00:00:00","16.19","5.06","2023-02-12 23:08:02"
"178","71815","111452","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71815","PO13021155785","10-4020-000276","30089","1034","1034",,"CARGO TRANSPORT 5","71815","835","2","356.8980","0.0000","713.796000","2008-06-08 00:00:00","2008-06-01 00:00:00","57.10","17.84","2023-02-12 23:08:02"
"179","71815","111453","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71815","PO13021155785","10-4020-000276","30089","1034","1034",,"CARGO TRANSPORT 5","71815","874","2","5.3940","0.0000","10.788000","2008-06-08 00:00:00","2008-06-01 00:00:00","0.86","0.27","2023-02-12 23:08:02"
"180","71832","111793","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71832","PO10353140756","10-4020-000088","29922","639","639",,"CARGO TRANSPORT 5","71832","918","4","158.4300","0.0000","633.720000","2008-06-08 00:00:00","2008-06-01 00:00:00","50.70","15.84","2023-02-12 23:08:02"
"181","71832","111794","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71832","PO10353140756","10-4020-000088","29922","639","639",,"CARGO TRANSPORT 5","71832","983","3","461.6940","0.0000","1385.082000","2008-06-08 00:00:00","2008-06-01 00:00:00","110.81","34.63","2023-02-12 23:08:02"
"182","71832","111795","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71832","PO10353140756","10-4020-000088","29922","639","639",,"CARGO TRANSPORT 5","71832","781","2","1391.9940","0.0000","2783.988000","2008-06-08 00:00:00","2008-06-01 00:00:00","222.72","69.60","2023-02-12 23:08:02"
"183","71832","111796","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71832","PO10353140756","10-4020-000088","29922","639","639",,"CARGO TRANSPORT 5","71832","868","1","41.9940","0.0000","41.994000","2008-06-08 00:00:00","2008-06-01 00:00:00","3.36","1.05","2023-02-12 23:08:02"
"184","71832","111797","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71832","PO10353140756","10-4020-000088","29922","639","639",,"CARGO TRANSPORT 5","71832","810","1","72.1620","0.0000","72.162000","2008-06-08 00:00:00","2008-06-01 00:00:00","5.77","1.80","2023-02-12 23:08:02"
"185","71832","111798","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71832","PO10353140756","10-4020-000088","29922","639","639",,"CARGO TRANSPORT 5","71832","980","1","461.6940","0.0000","461.694000","2008-06-08 00:00:00","2008-06-01 00:00:00","36.94","11.54","2023-02-12 23:08:02"
"186","71832","111799","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71832","PO10353140756","10-4020-000088","29922","639","639",,"CARGO TRANSPORT 5","71832","925","2","149.8740","0.0000","299.748000","2008-06-08 00:00:00","2008-06-01 00:00:00","23.98","7.49","2023-02-12 23:08:02"
"187","71832","111800","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71832","PO10353140756","10-4020-000088","29922","639","639",,"CARGO TRANSPORT 5","71832","985","2","112.9980","0.4000","135.597600","2008-06-08 00:00:00","2008-06-01 00:00:00","10.85","3.39","2023-02-12 23:08:02"
"188","71832","111801","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71832","PO10353140756","10-4020-000088","29922","639","639",,"CARGO TRANSPORT 5","71832","908","1","16.2720","0.0000","16.272000","2008-06-08 00:00:00","2008-06-01 00:00:00","1.30","0.41","2023-02-12 23:08:02"
"189","71832","111802","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71832","PO10353140756","10-4020-000088","29922","639","639",,"CARGO TRANSPORT 5","71832","867","13","40.5942","0.0200","517.170108","2008-06-08 00:00:00","2008-06-01 00:00:00","41.37","12.93","2023-02-12 23:08:02"
"190","71832","111803","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71832","PO10353140756","10-4020-000088","29922","639","639",,"CARGO TRANSPORT 5","71832","782","3","1376.9940","0.0000","4130.982000","2008-06-08 00:00:00","2008-06-01 00:00:00","330.48","103.27","2023-02-12 23:08:02"
"191","71832","111804","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71832","PO10353140756","10-4020-000088","29922","639","639",,"CARGO TRANSPORT 5","71832","937","1","48.5940","0.0000","48.594000","2008-06-08 00:00:00","2008-06-01 00:00:00","3.89","1.21","2023-02-12 23:08:02"
"192","71832","111805","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71832","PO10353140756","10-4020-000088","29922","639","639",,"CARGO TRANSPORT 5","71832","936","1","37.2540","0.0000","37.254000","2008-06-08 00:00:00","2008-06-01 00:00:00","2.98","0.93","2023-02-12 23:08:02"
"193","71832","111806","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71832","PO10353140756","10-4020-000088","29922","639","639",,"CARGO TRANSPORT 5","71832","743","4","809.7600","0.0000","3239.040000","2008-06-08 00:00:00","2008-06-01 00:00:00","259.12","80.98","2023-02-12 23:08:02"
"194","71832","111807","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71832","PO10353140756","10-4020-000088","29922","639","639",,"CARGO TRANSPORT 5","71832","904","5","218.4540","0.0000","1092.270000","2008-06-08 00:00:00","2008-06-01 00:00:00","87.38","27.31","2023-02-12 23:08:02"
"195","71832","111808","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71832","PO10353140756","10-4020-000088","29922","639","639",,"CARGO TRANSPORT 5","71832","748","1","818.7000","0.0000","818.700000","2008-06-08 00:00:00","2008-06-01 00:00:00","65.50","20.47","2023-02-12 23:08:02"
"196","71832","111809","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71832","PO10353140756","10-4020-000088","29922","639","639",,"CARGO TRANSPORT 5","71832","910","1","31.5840","0.0000","31.584000","2008-06-08 00:00:00","2008-06-01 00:00:00","2.53","0.79","2023-02-12 23:08:02"
"197","71832","111810","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71832","PO10353140756","10-4020-000088","29922","639","639",,"CARGO TRANSPORT 5","71832","784","5","1376.9940","0.0000","6884.970000","2008-06-08 00:00:00","2008-06-01 00:00:00","550.80","172.12","2023-02-12 23:08:02"
"198","71832","111811","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71832","PO10353140756","10-4020-000088","29922","639","639",,"CARGO TRANSPORT 5","71832","990","2","323.9940","0.0000","647.988000","2008-06-08 00:00:00","2008-06-01 00:00:00","51.84","16.20","2023-02-12 23:08:02"
"199","71832","111812","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71832","PO10353140756","10-4020-000088","29922","639","639",,"CARGO TRANSPORT 5","71832","992","3","323.9940","0.0000","971.982000","2008-06-08 00:00:00","2008-06-01 00:00:00","77.76","24.30","2023-02-12 23:08:02"
"200","71832","111813","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71832","PO10353140756","10-4020-000088","29922","639","639",,"CARGO TRANSPORT 5","71832","984","3","112.9980","0.4000","203.396400","2008-06-08 00:00:00","2008-06-01 00:00:00","16.27","5.08","2023-02-12 23:08:02"
"201","71832","111814","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71832","PO10353140756","10-4020-000088","29922","639","639",,"CARGO TRANSPORT 5","71832","779","1","1391.9940","0.0000","1391.994000","2008-06-08 00:00:00","2008-06-01 00:00:00","111.36","34.80","2023-02-12 23:08:02"
"202","71832","111815","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71832","PO10353140756","10-4020-000088","29922","639","639",,"CARGO TRANSPORT 5","71832","780","1","1391.9940","0.0000","1391.994000","2008-06-08 00:00:00","2008-06-01 00:00:00","111.36","34.80","2023-02-12 23:08:02"
"203","71832","111816","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71832","PO10353140756","10-4020-000088","29922","639","639",,"CARGO TRANSPORT 5","71832","944","2","158.4300","0.0000","316.860000","2008-06-08 00:00:00","2008-06-01 00:00:00","25.35","7.92","2023-02-12 23:08:02"
"204","71832","111817","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71832","PO10353140756","10-4020-000088","29922","639","639",,"CARGO TRANSPORT 5","71832","808","1","26.7240","0.0000","26.724000","2008-06-08 00:00:00","2008-06-01 00:00:00","2.14","0.67","2023-02-12 23:08:02"
"205","71832","111818","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71832","PO10353140756","10-4020-000088","29922","639","639",,"CARGO TRANSPORT 5","71832","809","1","37.1520","0.0000","37.152000","2008-06-08 00:00:00","2008-06-01 00:00:00","2.97","0.93","2023-02-12 23:08:02"
"206","71832","111819","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71832","PO10353140756","10-4020-000088","29922","639","639",,"CARGO TRANSPORT 5","71832","935","3","24.2940","0.0000","72.882000","2008-06-08 00:00:00","2008-06-01 00:00:00","5.83","1.82","2023-02-12 23:08:02"
"207","71832","111820","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71832","PO10353140756","10-4020-000088","29922","639","639",,"CARGO TRANSPORT 5","71832","926","1","149.8740","0.0000","149.874000","2008-06-08 00:00:00","2008-06-01 00:00:00","11.99","3.75","2023-02-12 23:08:02"
"208","71832","111821","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71832","PO10353140756","10-4020-000088","29922","639","639",,"CARGO TRANSPORT 5","71832","917","6","158.4300","0.0000","950.580000","2008-06-08 00:00:00","2008-06-01 00:00:00","76.05","23.76","2023-02-12 23:08:02"
"209","71832","111822","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71832","PO10353140756","10-4020-000088","29922","639","639",,"CARGO TRANSPORT 5","71832","920","1","158.4300","0.0000","158.430000","2008-06-08 00:00:00","2008-06-01 00:00:00","12.67","3.96","2023-02-12 23:08:02"
"210","71946","113406","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71946","PO8961158629","10-4020-000466","29741","660","660",,"CARGO TRANSPORT 5","71946","916","1","31.5840","0.0000","31.584000","2008-06-08 00:00:00","2008-06-01 00:00:00","2.53","0.79","2023-02-12 23:08:02"
"211","71902","112953","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71902","PO5539125166","10-4020-000061","29929","999","999",,"CARGO TRANSPORT 5","71902","780","5","1391.9940","0.0000","6959.970000","2008-06-08 00:00:00","2008-06-01 00:00:00","556.80","174.00","2023-02-12 23:08:02"
"212","71902","112954","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71902","PO5539125166","10-4020-000061","29929","999","999",,"CARGO TRANSPORT 5","71902","981","2","461.6940","0.0000","923.388000","2008-06-08 00:00:00","2008-06-01 00:00:00","73.87","23.08","2023-02-12 23:08:02"
"213","71902","112955","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71902","PO5539125166","10-4020-000061","29929","999","999",,"CARGO TRANSPORT 5","71902","904","1","218.4540","0.0000","218.454000","2008-06-08 00:00:00","2008-06-01 00:00:00","17.48","5.46","2023-02-12 23:08:02"
"214","71902","112956","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71902","PO5539125166","10-4020-000061","29929","999","999",,"CARGO TRANSPORT 5","71902","987","1","112.9980","0.4000","67.798800","2008-06-08 00:00:00","2008-06-01 00:00:00","5.42","1.69","2023-02-12 23:08:02"
"215","71902","112957","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71902","PO5539125166","10-4020-000061","29929","999","999",,"CARGO TRANSPORT 5","71902","783","7","1376.9940","0.0000","9638.958000","2008-06-08 00:00:00","2008-06-01 00:00:00","771.12","240.97","2023-02-12 23:08:02"
"216","71902","112958","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71902","PO5539125166","10-4020-000061","29929","999","999",,"CARGO TRANSPORT 5","71902","781","5","1391.9940","0.0000","6959.970000","2008-06-08 00:00:00","2008-06-01 00:00:00","556.80","174.00","2023-02-12 23:08:02"
"217","71902","112959","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71902","PO5539125166","10-4020-000061","29929","999","999",,"CARGO TRANSPORT 5","71902","859","2","14.6940","0.0000","29.388000","2008-06-08 00:00:00","2008-06-01 00:00:00","2.35","0.73","2023-02-12 23:08:02"
"218","71902","112960","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71902","PO5539125166","10-4020-000061","29929","999","999",,"CARGO TRANSPORT 5","71902","869","7","41.9940","0.0000","293.958000","2008-06-08 00:00:00","2008-06-01 00:00:00","23.52","7.35","2023-02-12 23:08:02"
"219","71902","112961","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71902","PO5539125166","10-4020-000061","29929","999","999",,"CARGO TRANSPORT 5","71902","908","2","16.2720","0.0000","32.544000","2008-06-08 00:00:00","2008-06-01 00:00:00","2.60","0.81","2023-02-12 23:08:02"
"220","71902","112962","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71902","PO5539125166","10-4020-000061","29929","999","999",,"CARGO TRANSPORT 5","71902","712","3","5.3940","0.0000","16.182000","2008-06-08 00:00:00","2008-06-01 00:00:00","1.29","0.40","2023-02-12 23:08:02"
"221","71902","112963","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71902","PO5539125166","10-4020-000061","29929","999","999",,"CARGO TRANSPORT 5","71902","925","1","149.8740","0.0000","149.874000","2008-06-08 00:00:00","2008-06-01 00:00:00","11.99","3.75","2023-02-12 23:08:02"
"222","71902","112964","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71902","PO5539125166","10-4020-000061","29929","999","999",,"CARGO TRANSPORT 5","71902","937","2","48.5940","0.0000","97.188000","2008-06-08 00:00:00","2008-06-01 00:00:00","7.78","2.43","2023-02-12 23:08:02"
"223","71902","112965","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71902","PO5539125166","10-4020-000061","29929","999","999",,"CARGO TRANSPORT 5","71902","992","3","323.9940","0.0000","971.982000","2008-06-08 00:00:00","2008-06-01 00:00:00","77.76","24.30","2023-02-12 23:08:02"
"224","71902","112966","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71902","PO5539125166","10-4020-000061","29929","999","999",,"CARGO TRANSPORT 5","71902","980","3","461.6940","0.0000","1385.082000","2008-06-08 00:00:00","2008-06-01 00:00:00","110.81","34.63","2023-02-12 23:08:02"
"225","71902","112967","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71902","PO5539125166","10-4020-000061","29929","999","999",,"CARGO TRANSPORT 5","71902","715","3","29.9940","0.0000","89.982000","2008-06-08 00:00:00","2008-06-01 00:00:00","7.20","2.25","2023-02-12 23:08:02"
"226","71902","112968","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71902","PO5539125166","10-4020-000061","29929","999","999",,"CARGO TRANSPORT 5","71902","935","4","24.2940","0.0000","97.176000","2008-06-08 00:00:00","2008-06-01 00:00:00","7.77","2.43","2023-02-12 23:08:02"
"227","71902","112969","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71902","PO5539125166","10-4020-000061","29929","999","999",,"CARGO TRANSPORT 5","71902","989","1","323.9940","0.0000","323.994000","2008-06-08 00:00:00","2008-06-01 00:00:00","25.92","8.10","2023-02-12 23:08:02"
"228","71902","112970","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71902","PO5539125166","10-4020-000061","29929","999","999",,"CARGO TRANSPORT 5","71902","984","4","112.9980","0.4000","271.195200","2008-06-08 00:00:00","2008-06-01 00:00:00","21.70","6.78","2023-02-12 23:08:02"
"229","71902","112971","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71902","PO5539125166","10-4020-000061","29929","999","999",,"CARGO TRANSPORT 5","71902","982","2","461.6940","0.0000","923.388000","2008-06-08 00:00:00","2008-06-01 00:00:00","73.87","23.08","2023-02-12 23:08:02"
"230","71902","112972","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71902","PO5539125166","10-4020-000061","29929","999","999",,"CARGO TRANSPORT 5","71902","782","8","1376.9940","0.0000","11015.952000","2008-06-08 00:00:00","2008-06-01 00:00:00","881.28","275.40","2023-02-12 23:08:02"
"231","71902","112973","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71902","PO5539125166","10-4020-000061","29929","999","999",,"CARGO TRANSPORT 5","71902","784","2","1376.9940","0.0000","2753.988000","2008-06-08 00:00:00","2008-06-01 00:00:00","220.32","68.85","2023-02-12 23:08:02"
"232","71902","112974","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71902","PO5539125166","10-4020-000061","29929","999","999",,"CARGO TRANSPORT 5","71902","810","1","72.1620","0.0000","72.162000","2008-06-08 00:00:00","2008-06-01 00:00:00","5.77","1.80","2023-02-12 23:08:02"
"233","71902","112975","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71902","PO5539125166","10-4020-000061","29929","999","999",,"CARGO TRANSPORT 5","71902","926","1","149.8740","0.0000","149.874000","2008-06-08 00:00:00","2008-06-01 00:00:00","11.99","3.75","2023-02-12 23:08:02"
"234","71902","112976","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71902","PO5539125166","10-4020-000061","29929","999","999",,"CARGO TRANSPORT 5","71902","714","3","29.9940","0.0000","89.982000","2008-06-08 00:00:00","2008-06-01 00:00:00","7.20","2.25","2023-02-12 23:08:02"
"235","71902","112977","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71902","PO5539125166","10-4020-000061","29929","999","999",,"CARGO TRANSPORT 5","71902","870","7","2.9940","0.0000","20.958000","2008-06-08 00:00:00","2008-06-01 00:00:00","1.68","0.52","2023-02-12 23:08:02"
"236","71902","112978","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71902","PO5539125166","10-4020-000061","29929","999","999",,"CARGO TRANSPORT 5","71902","876","4","72.0000","0.0000","288.000000","2008-06-08 00:00:00","2008-06-01 00:00:00","23.04","7.20","2023-02-12 23:08:02"
"237","71902","112979","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71902","PO5539125166","10-4020-000061","29929","999","999",,"CARGO TRANSPORT 5","71902","877","5","4.7700","0.0000","23.850000","2008-06-08 00:00:00","2008-06-01 00:00:00","1.91","0.60","2023-02-12 23:08:02"
"238","71902","112980","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71902","PO5539125166","10-4020-000061","29929","999","999",,"CARGO TRANSPORT 5","71902","707","2","20.9940","0.0000","41.988000","2008-06-08 00:00:00","2008-06-01 00:00:00","3.36","1.05","2023-02-12 23:08:02"
"239","71902","112981","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71902","PO5539125166","10-4020-000061","29929","999","999",,"CARGO TRANSPORT 5","71902","993","1","323.9940","0.0000","323.994000","2008-06-08 00:00:00","2008-06-01 00:00:00","25.92","8.10","2023-02-12 23:08:02"
"240","71902","112982","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71902","PO5539125166","10-4020-000061","29929","999","999",,"CARGO TRANSPORT 5","71902","864","6","38.1000","0.0000","228.600000","2008-06-08 00:00:00","2008-06-01 00:00:00","18.29","5.72","2023-02-12 23:08:02"
"241","71902","112983","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71902","PO5539125166","10-4020-000061","29929","999","999",,"CARGO TRANSPORT 5","71902","867","7","41.9940","0.0000","293.958000","2008-06-08 00:00:00","2008-06-01 00:00:00","23.52","7.35","2023-02-12 23:08:02"
"242","71902","112984","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71902","PO5539125166","10-4020-000061","29929","999","999",,"CARGO TRANSPORT 5","71902","809","2","37.1520","0.0000","74.304000","2008-06-08 00:00:00","2008-06-01 00:00:00","5.94","1.86","2023-02-12 23:08:02"
"243","71902","112985","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71902","PO5539125166","10-4020-000061","29929","999","999",,"CARGO TRANSPORT 5","71902","988","3","112.9980","0.4000","203.396400","2008-06-08 00:00:00","2008-06-01 00:00:00","16.27","5.08","2023-02-12 23:08:02"
"244","71902","112986","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71902","PO5539125166","10-4020-000061","29929","999","999",,"CARGO TRANSPORT 5","71902","880","5","32.9940","0.0000","164.970000","2008-06-08 00:00:00","2008-06-01 00:00:00","13.20","4.12","2023-02-12 23:08:02"
